bin	chrom	chromStart	chromEnd	name	score	strand	otherChrom	otherStart	otherEnd	otherSize	uid	posBasesHit	testResult	verdict	chits	ccov	alignfile	alignL	indelN	indelS	alignB	matchB	mismatchB	transitionsB	transversionsB	fracMatch	fracMatchIndel	jcK	k2K
752	chr19	21953756	21969107	chr19:22158445	0	+	chr19	22158445	22172240	13795	21407	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067948	15448	86	1750	13698	12575	1123	660	463	0.918017	0.91229	0.0868194	0.0872245
11	chr19	21972648	22032687	chr19:22179476	0	+	chr19	22179476	22243582	64106	21408	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067952	63786	333	11488	52298	48217	4081	2362	1719	0.921966	0.916133	0.0823986	0.0827367
752	chr19	21972931	22016324	chr19:22975284	0	+	chr19	22975284	23008448	33164	21409	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067968	44486	238	12415	32071	29630	2441	1483	958	0.923888	0.917082	0.0802574	0.0806561
753	chr19	22140099	22143310	chr19:21940517	0	+	chr19	21940517	21943709	3192	21405	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067947	3229	19	55	3174	2956	218	142	76	0.931317	0.925775	0.0720342	0.0724613
754	chr19	22158445	22172240	chr19:21953756	0	+	chr19	21953756	21969107	15351	21407	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067948	15448	86	1750	13698	12575	1123	660	463	0.918017	0.91229	0.0868194	0.0872245
754	chr19	22161660	22206017	chr19:22956957	0	+	chr19	22956957	22997871	40914	21410	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068059	47288	350	9305	37983	34952	3031	1736	1295	0.920201	0.911799	0.0843715	0.0847097
754	chr19	22179476	22243582	chr19:21972648	0	+	chr19	21972648	22032687	60039	21408	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067952	63786	333	11488	52298	48217	4081	2362	1719	0.921966	0.916133	0.0823986	0.0827367
754	chr19	22210283	22223300	chr19:22998465	0	+	chr19	22998465	23010768	12303	21411	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068060	13783	81	2246	11537	10582	955	563	392	0.917223	0.910828	0.0877118	0.0881316
754	chr19	22259078	22268380	chr19:22800138	0	-	chr19	22800138	22810569	10431	21412	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068061	11154	55	3359	7795	7121	674	431	243	0.913534	0.907134	0.0918695	0.0925283
94	chr19	22277838	22294956	chr19:22774587	0	-	chr19	22774587	22792639	18052	21413	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068047	20388	128	5606	14782	13514	1268	763	505	0.91422	0.906372	0.0910948	0.0915934
755	chr19	22298557	22301380	chr19:22772050	0	-	chr19	22772050	22774843	2793	21414	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068048	3131	17	646	2485	2292	193	124	69	0.922334	0.916067	0.0819885	0.0825175
755	chr19	22303076	22317006	chr19:22755507	0	-	chr19	22755507	22770310	14803	21415	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068049	15606	86	2479	13127	12026	1101	715	386	0.916127	0.910164	0.0889446	0.0896003
755	chr19	22314268	22315549	chr19:22315780	0	+	chr19	22315780	22317061	1281	21416	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068038	1281	0	0	1281	1159	122	70	52	0.904762	0.904762	0.101851	0.102359
755	chr19	22315780	22317061	chr19:22314268	0	+	chr19	22314268	22315549	1281	21416	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068038	1281	0	0	1281	1159	122	70	52	0.904762	0.904762	0.101851	0.102359
755	chr19	22318835	22371019	chr19:22697310	0	-	chr19	22697310	22743452	46142	21417	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068051	58600	247	22081	36519	33916	2603	1697	906	0.928722	0.922483	0.0748961	0.075361
94	chr19	22377175	22417482	chr19:22635867	0	-	chr19	22635867	22679600	43733	21418	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068055	44985	195	5930	39055	37405	1650	1038	612	0.957752	0.952994	0.0434847	0.0436151
755	chr19	22387051	22399611	chr19:22679598	0	-	chr19	22679598	22690837	11239	21419	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068056	13216	123	2633	10583	9748	835	493	342	0.9211	0.910517	0.0833664	0.0837463
755	chr19	22389123	22392984	chr9:35145410	0	+	chr9	35145410	35148961	3551	22022	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068117	3940	31	468	3472	3227	245	142	103	0.929435	0.92121	0.0741082	0.0743808
756	chr19	22425262	22429152	chr19:22622236	0	-	chr19	22622236	22626414	4178	21420	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068123	4270	24	472	3798	3473	325	181	144	0.914429	0.908687	0.0908593	0.0912043
756	chr19	22448088	22453889	chr19:22840208	0	+	chr19	22840208	22846076	5868	21421	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068145	6225	37	781	5444	5038	406	237	169	0.925422	0.919175	0.0785511	0.0788694
756	chr19	22513363	22523193	chr19:22613310	0	-	chr19	22613310	22621714	8404	21422	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068131	10100	28	1966	8134	7606	528	346	182	0.935087	0.931879	0.0678952	0.0682821
757	chr19	22613310	22621714	chr19:22513363	0	-	chr19	22513363	22523193	9830	21422	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068131	10100	28	1966	8134	7606	528	346	182	0.935087	0.931879	0.0678952	0.0682821
757	chr19	22622236	22626414	chr19:22425262	0	-	chr19	22425262	22429152	3890	21420	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068123	4270	24	472	3798	3473	325	181	144	0.914429	0.908687	0.0908593	0.0912043
94	chr19	22635867	22679600	chr19:22377175	0	-	chr19	22377175	22417482	40307	21418	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068055	44985	195	5930	39055	37405	1650	1038	612	0.957752	0.952994	0.0434847	0.0436151
757	chr19	22657183	22669720	chr19:22679598	0	+	chr19	22679598	22690837	11239	21423	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068134	13219	121	2662	10557	9691	866	521	345	0.917969	0.907567	0.0868734	0.0873243
758	chr19	22697310	22743452	chr19:22318835	0	-	chr19	22318835	22371019	52184	21417	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068051	58600	247	22081	36519	33916	2603	1697	906	0.928722	0.922483	0.0748961	0.075361
758	chr19	22755507	22770310	chr19:22303076	0	-	chr19	22303076	22317006	13930	21415	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068049	15606	86	2479	13127	12026	1101	715	386	0.916127	0.910164	0.0889446	0.0896003
759	chr19	22840208	22846076	chr19:22448088	0	+	chr19	22448088	22453889	5801	21421	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068145	6225	37	781	5444	5038	406	237	169	0.925422	0.919175	0.0785511	0.0788694
759	chr19	22901904	22918168	chr19:21857089	0	+	chr19	21857089	21878043	20954	21403	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067961	21489	79	10301	11188	10383	805	545	260	0.928048	0.921541	0.0756414	0.076193
94	chr19	22928618	22940031	chr19:21929572	0	+	chr19	21929572	21940120	10548	21404	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067964	11509	51	1057	10452	9826	626	407	219	0.940107	0.935542	0.0624197	0.0627345
760	chr19	22940981	22951620	chr19:21943149	0	+	chr19	21943149	21953759	10610	21406	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067965	10722	72	195	10527	9713	814	500	314	0.922675	0.916407	0.0816082	0.0820413
760	chr19	22956957	22997871	chr19:22161660	0	+	chr19	22161660	22206017	44357	21410	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068059	47288	350	9305	37983	34952	3031	1736	1295	0.920201	0.911799	0.0843715	0.0847097
760	chr19	22975284	23008448	chr19:21972931	0	+	chr19	21972931	22016324	43393	21409	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067968	44486	238	12415	32071	29630	2441	1483	958	0.923888	0.917082	0.0802574	0.0806561
760	chr19	22998465	23010768	chr19:22210283	0	+	chr19	22210283	22223300	13017	21411	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068060	13783	81	2246	11537	10582	955	563	392	0.917223	0.910828	0.0877118	0.0881316
762	chr19	23214100	23219956	chr16:31649364	0	-	chr16	31649364	31654944	5580	15996	1000	N/A	N/A	N/A	N/A	align_both/0009/both0048173	6024	53	612	5412	5018	394	270	124	0.927199	0.918207	0.0765812	0.0771744
762	chr19	23288157	23297215	chr19:23443828	0	+	chr19	23443828	23451755	7927	21426	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068296	9829	57	2673	7156	6564	592	367	225	0.917272	0.910024	0.0876563	0.0881801
762	chr19	23304832	23322662	chr19:23973891	0	-	chr19	23973891	23990516	16625	21427	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068311	18173	97	1891	16282	14960	1322	827	495	0.918806	0.913365	0.0859343	0.0864565
762	chr19	23324813	23326542	chr19:23475355	0	+	chr19	23475355	23477075	1720	21428	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068297	1734	5	19	1715	1615	100	58	42	0.941691	0.938953	0.0607005	0.060881
762	chr19	23324816	23326314	chr19:23871243	0	-	chr19	23871243	23873036	1793	21429	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068313	1805	9	319	1486	1347	139	73	66	0.90646	0.901003	0.0999082	0.100219
763	chr19	23332150	23334435	chr19:24193404	0	-	chr19	24193404	24195690	2286	21430	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068335	2295	9	19	2276	2075	201	117	84	0.911687	0.908096	0.0939602	0.094418
763	chr19	23379201	23382554	chr19:23797568	0	-	chr19	23797568	23800562	2994	21431	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068319	3689	21	1031	2658	2394	264	144	120	0.900677	0.893617	0.106545	0.10698
763	chr19	23384454	23385959	chr2:37645160	0	-	chr2	37645160	37646662	1502	21641	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068360	1518	8	29	1489	1373	116	78	38	0.922095	0.917168	0.0822547	0.0828944
763	chr19	23443828	23451755	chr19:23288157	0	+	chr19	23288157	23297215	9058	21426	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068296	9829	57	2673	7156	6564	592	367	225	0.917272	0.910024	0.0876563	0.0881801
766	chr19	23797568	23800562	chr19:23379201	0	-	chr19	23379201	23382554	3353	21431	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068319	3689	21	1031	2658	2394	264	144	120	0.900677	0.893617	0.106545	0.10698
766	chr19	23827080	23828134	chr4:80161047	0	+	chr4	80161047	80162096	1049	21830	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068438	1054	2	5	1049	968	81	50	31	0.922784	0.921028	0.0814871	0.0819283
766	chr19	23827082	23828115	chr16:73940570	0	-	chr16	73940570	73941603	1033	16007	1000	N/A	N/A	N/A	N/A	align_both/0010/both0053184	1033	0	0	1033	980	53	33	20	0.948693	0.948693	0.0531462	0.0533346
766	chr19	23827082	23828128	chr1:101786256	0	-	chr1	101786256	101787299	1043	21323	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068415	1046	1	3	1043	1027	16	8	8	0.98466	0.983716	0.0154994	0.0155045
766	chr19	23827082	23828128	chr6:28731937	0	+	chr6	28731937	28732983	1046	21913	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068440	1046	0	0	1046	950	96	60	36	0.908222	0.908222	0.0978984	0.0985829
766	chr19	23827082	23828132	chr13:20961232	0	+	chr13	20961232	20962281	1049	9609	1000	N/A	N/A	N/A	N/A	align_both/0004/both0024377	1051	2	3	1048	1026	22	12	10	0.979008	0.977143	0.0212918	0.0213074
766	chr19	23827085	23828122	chrX:44741010	0	+	chrX	44741010	44742037	1027	22212	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068471	1037	1	10	1027	1001	26	17	9	0.974684	0.973735	0.0257536	0.0258062
766	chr19	23827085	23828125	chrX:100155806	0	-	chrX	100155806	100156850	1044	22214	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068477	1044	1	4	1040	997	43	30	13	0.958654	0.957733	0.0425295	0.0427182
766	chr19	23827085	23828127	chr6:112355743	0	-	chr6	112355743	112356793	1050	21914	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068443	1063	5	34	1029	962	67	51	16	0.934888	0.930368	0.0681131	0.0687979
766	chr19	23827085	23828127	chr8:80558793	0	+	chr8	80558793	80559835	1042	21995	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068464	1042	0	0	1042	1006	36	22	14	0.965451	0.965451	0.03537	0.0354454
766	chr19	23827085	23828128	chr14:103373953	0	-	chr14	103373953	103374992	1039	10679	1000	N/A	N/A	N/A	N/A	align_both/0006/both0032790	1043	1	4	1039	970	69	41	28	0.93359	0.932692	0.0695362	0.0698038
766	chr19	23827085	23828128	chr2:62146300	0	+	chr2	62146300	62147335	1035	21642	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068424	1043	1	8	1035	1016	19	14	5	0.981642	0.980695	0.0185859	0.0186289
766	chr19	23827085	23828128	chr3:32190670	0	+	chr3	32190670	32191706	1036	21788	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068431	1043	3	7	1036	980	56	37	19	0.945946	0.943215	0.0561009	0.0563704
766	chr19	23827085	23828128	chr12:68552915	0	-	chr12	68552915	68553958	1043	8174	1000	N/A	N/A	N/A	N/A	align_both/0004/both0021211	1043	0	0	1043	1022	21	13	8	0.979866	0.979866	0.0204094	0.0204355
766	chr19	23827085	23828129	chr9:76398622	0	+	chr9	76398622	76399666	1044	22028	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068467	1044	0	0	1044	1016	28	16	12	0.97318	0.97318	0.0273112	0.027344
766	chr19	23827085	23828132	chr14:94726211	0	+	chr14	94726211	94727258	1047	10678	1000	N/A	N/A	N/A	N/A	align_both/0006/both0032395	1047	0	0	1047	1008	39	26	13	0.962751	0.962751	0.0382061	0.0383331
766	chr19	23827085	23828133	chr9:88324380	0	+	chr9	88324380	88325424	1044	22029	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068468	1048	2	4	1044	977	67	47	20	0.935824	0.934034	0.0670894	0.067582
766	chr19	23827085	23828134	chrX:87703257	0	-	chrX	87703257	87704306	1049	22213	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068476	1049	0	0	1049	1023	26	13	13	0.975214	0.975214	0.0252043	0.025218
766	chr19	23827085	23828135	chr14:76634688	0	-	chr14	76634688	76635737	1049	10677	1000	N/A	N/A	N/A	N/A	align_both/0006/both0031795	1050	1	1	1049	1014	35	24	11	0.966635	0.965714	0.03413	0.0342427
766	chr19	23827085	23828135	chr1:160266252	0	-	chr1	160266252	160267303	1051	21324	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068417	1052	3	3	1049	1008	41	25	16	0.960915	0.958175	0.0401401	0.0402368
766	chr19	23827092	23828128	chr3:110682206	0	-	chr3	110682206	110683223	1017	21789	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068435	1036	1	19	1017	979	38	25	13	0.962635	0.96169	0.0383277	0.0384488
766	chr19	23827092	23828133	chr3:196986594	0	-	chr3	196986594	196987627	1033	21790	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068437	1044	5	14	1030	966	64	37	27	0.937864	0.933333	0.0648615	0.0650655
766	chr19	23827100	23828120	chr20:51130710	0	-	chr20	51130710	51131728	1018	21675	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068423	1025	5	12	1013	914	99	63	36	0.90227	0.897839	0.10471	0.105562
766	chr19	23827100	23828124	chr15:52885533	0	+	chr15	52885533	52886548	1015	13091	1000	N/A	N/A	N/A	N/A	align_both/0008/both0041721	1024	1	9	1015	948	67	44	23	0.93399	0.933071	0.0690973	0.0695021
766	chr19	23827100	23828124	chrX:133762734	0	+	chrX	133762734	133763758	1024	22215	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068478	1024	0	0	1024	934	90	66	24	0.912109	0.912109	0.0934818	0.0946423
766	chr19	23827100	23828133	chr1:236819575	0	+	chr1	236819575	236820604	1029	21326	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068422	1034	4	6	1028	945	83	60	23	0.919261	0.915698	0.0854247	0.0863362
766	chr19	23827100	23828135	chr1:154378109	0	-	chr1	154378109	154379148	1039	21325	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068416	1039	1	4	1035	998	37	28	9	0.964251	0.96332	0.0366289	0.0368164
767	chr19	23871227	23876567	chr19:23966281	0	+	chr19	23966281	23971964	5683	21432	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068396	6004	29	985	5019	4578	441	261	180	0.912134	0.906894	0.0934541	0.0939425
767	chr19	23871243	23873036	chr19:23324816	0	-	chr19	23324816	23326314	1498	21429	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068313	1805	9	319	1486	1347	139	73	66	0.90646	0.901003	0.0999082	0.100219
767	chr19	23966281	23971964	chr19:23871227	0	+	chr19	23871227	23876567	5340	21432	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068396	6004	29	985	5019	4578	441	261	180	0.912134	0.906894	0.0934541	0.0939425
95	chr19	23973891	23990516	chr19:23304832	0	-	chr19	23304832	23322662	17830	21427	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068311	18173	97	1891	16282	14960	1322	827	495	0.918806	0.913365	0.0859343	0.0864565
769	chr19	24158621	24162516	chr5:157025951	0	+	chr5	157025951	157029843	3892	21882	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068482	3922	19	57	3865	3634	231	157	74	0.940233	0.935633	0.0622831	0.0626571
769	chr19	24193404	24195690	chr19:23332150	0	-	chr19	23332150	23334435	2285	21430	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068335	2295	9	19	2276	2075	201	117	84	0.911687	0.908096	0.0939602	0.094418
796	chr19	27755215	27757586	chr11:57816295	0	+	chr11	57816295	57818445	2150	6810	1000	N/A	N/A	N/A	N/A	align_both/0002/both0013608	2377	9	233	2144	2066	78	51	27	0.963619	0.959591	0.0372926	0.0374043
825	chr19	31496162	31498796	chrX:148322875	0	-	chrX	148322875	148325500	2625	22217	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068601	2645	8	31	2614	2474	140	91	49	0.946442	0.943555	0.0555663	0.0558135
836	chr19	32979161	33029925	chr15:20227786	0	+	chr15	20227786	20280209	52423	13082	1000	N/A	N/A	N/A	N/A	align_both/0007/both0035772	52930	207	2673	50257	47814	2443	1751	692	0.95139	0.947487	0.050257	0.0505511
836	chr19	32979161	33029925	chr16:33574210	0	-	chr16	33574210	33623377	49167	16000	1000	N/A	N/A	N/A	N/A	align_both/0009/both0049687	49682	202	2873	46809	44475	2334	1626	708	0.950138	0.946055	0.051597	0.051876
839	chr19	33360113	33361455	chr1:224574424	0	-	chr1	224574424	224575763	1339	21330	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068623	1353	6	25	1328	1205	123	86	37	0.90738	0.903298	0.0988588	0.0999532
839	chr19	33360125	33361461	chr11:16483362	0	+	chr11	16483362	16484686	1324	6807	1000	N/A	N/A	N/A	N/A	align_both/0002/both0011707	1338	4	16	1322	1198	124	99	25	0.906203	0.903469	0.100203	0.102011
848	chr19	34512394	34514006	chr19:34577817	0	+	chr19	34577817	34579339	1522	21434	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068733	1620	14	106	1514	1375	139	70	69	0.90819	0.899869	0.0979344	0.0981697
848	chr19	34512525	34514083	chr19:34664949	0	-	chr19	34664949	34666442	1493	21435	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068734	1561	10	71	1490	1387	103	62	41	0.930872	0.924667	0.0725236	0.0728333
848	chr19	34512752	34514077	chr19:34732012	0	-	chr19	34732012	34733295	1283	21436	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068736	1331	7	54	1277	1158	119	69	50	0.906813	0.901869	0.0995056	0.100013
848	chr19	34534816	34548863	chr19:34735861	0	-	chr19	34735861	34746172	10311	21437	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068737	14354	76	4350	10004	9170	834	504	330	0.916633	0.909722	0.0883748	0.0888515
848	chr19	34537758	34548863	chr19:34679619	0	-	chr19	34679619	34687856	8237	21438	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068738	8759	69	670	8089	7403	686	420	266	0.915193	0.907453	0.0899965	0.090521
848	chr19	34568741	34574245	chr19:34667660	0	-	chr19	34667660	34672573	4913	21439	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068740	7046	35	3675	3371	3038	333	191	142	0.901216	0.891955	0.105924	0.106474
848	chr19	34577817	34579339	chr19:34512394	0	+	chr19	34512394	34514006	1612	21434	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068733	1620	14	106	1514	1375	139	70	69	0.90819	0.899869	0.0979344	0.0981697
849	chr19	34663839	34666224	chr19:34730870	0	+	chr19	34730870	34733295	2425	21440	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068747	2468	19	126	2342	2117	225	151	74	0.903928	0.896654	0.102807	0.103822
849	chr19	34664949	34666442	chr19:34512525	0	-	chr19	34512525	34514083	1558	21435	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068734	1561	10	71	1490	1387	103	62	41	0.930872	0.924667	0.0725236	0.0728333
849	chr19	34667660	34672573	chr19:34568741	0	-	chr19	34568741	34574245	5504	21439	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068740	7046	35	3675	3371	3038	333	191	142	0.901216	0.891955	0.105924	0.106474
849	chr19	34676914	34690532	chr19:34733462	0	+	chr19	34733462	34748857	15395	21441	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068748	14078	116	1016	13062	11880	1182	698	484	0.909509	0.901502	0.0964338	0.0969504
849	chr19	34679619	34687856	chr19:34537758	0	-	chr19	34537758	34548863	11105	21438	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068738	8759	69	670	8089	7403	686	420	266	0.915193	0.907453	0.0899965	0.090521
849	chr19	34730870	34733295	chr19:34663839	0	+	chr19	34663839	34666224	2385	21440	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068747	2468	19	126	2342	2117	225	151	74	0.903928	0.896654	0.102807	0.103822
849	chr19	34732012	34733295	chr19:34512752	0	-	chr19	34512752	34514077	1325	21436	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068736	1331	7	54	1277	1158	119	69	50	0.906813	0.901869	0.0995056	0.100013
106	chr19	34733462	34748857	chr19:34676914	0	+	chr19	34676914	34690532	13618	21441	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068748	14078	116	1016	13062	11880	1182	698	484	0.909509	0.901502	0.0964338	0.0969504
850	chr19	34735861	34746172	chr19:34534816	0	-	chr19	34534816	34548863	14047	21437	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068737	14354	76	4350	10004	9170	834	504	330	0.916633	0.909722	0.0883748	0.0888515
850	chr19	34825905	34827607	chr18:35366693	0	-	chr18	35366693	35368446	1753	20847	1000	N/A	N/A	N/A	N/A	align_both/0012/both0064356	1777	14	99	1678	1545	133	74	59	0.920739	0.913121	0.0837699	0.0840593
854	chr19	35349602	35351588	chr19:35362083	0	+	chr19	35362083	35364035	1952	21442	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068780	2000	13	62	1938	1772	166	110	56	0.914345	0.908252	0.0909541	0.0916996
854	chr19	35357924	35360991	chr19:35365361	0	+	chr19	35365361	35373445	8084	21443	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068781	8123	8	5095	3028	2904	124	85	39	0.959049	0.956522	0.0421116	0.0422844
854	chr19	35362083	35364035	chr19:35349602	0	+	chr19	35349602	35351588	1986	21442	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068780	2000	13	62	1938	1772	166	110	56	0.914345	0.908252	0.0909541	0.0916996
854	chr19	35365361	35373445	chr19:35357924	0	+	chr19	35357924	35360991	3067	21443	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068781	8123	8	5095	3028	2904	124	85	39	0.959049	0.956522	0.0421116	0.0422844
854	chr19	35382131	35384356	chr2:106697031	0	-	chr2	106697031	106698716	1685	21643	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068787	2234	7	558	1676	1548	128	94	34	0.923628	0.919786	0.0805467	0.0814005
854	chr19	35382131	35384356	chr5:14651636	0	-	chr5	14651636	14653366	1730	21885	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068794	2233	4	511	1722	1597	125	93	32	0.92741	0.925261	0.0763474	0.0771477
854	chr19	35382131	35384356	chr9:133019445	0	+	chr9	133019445	133021175	1730	22034	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068800	2233	4	511	1722	1608	114	83	31	0.933798	0.931634	0.0693081	0.0699132
854	chr19	35382131	35384357	chr5:43494770	0	-	chr5	43494770	43496494	1724	21886	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068795	2234	6	518	1716	1583	133	94	39	0.922494	0.91928	0.0818098	0.0825756
854	chr19	35382131	35384357	chr7:144646883	0	-	chr7	144646883	144648615	1732	21963	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068799	2235	5	512	1723	1560	163	110	53	0.905398	0.902778	0.101123	0.102125
854	chr19	35382131	35384359	chr15:52936833	0	-	chr15	52936833	52938558	1725	13092	1000	N/A	N/A	N/A	N/A	align_both/0008/both0041722	2230	6	507	1723	1560	163	107	56	0.905398	0.902256	0.101123	0.102021
854	chr19	35382131	35384359	chr1:96446889	0	+	chr1	96446889	96448623	1734	21331	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068783	2237	5	512	1725	1585	140	103	37	0.918841	0.916185	0.0858956	0.0868787
854	chr19	35382131	35384359	chr12:19455944	0	-	chr12	19455944	19457688	1744	8160	1000	N/A	N/A	N/A	N/A	align_both/0003/both0018560	2237	7	502	1735	1573	162	108	54	0.906628	0.902985	0.0997164	0.100643
854	chr19	35382131	35384360	chr3:39358504	0	+	chr3	39358504	39360226	1722	21794	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068788	2237	9	523	1714	1563	151	103	48	0.911902	0.907139	0.0937168	0.0946064
854	chr19	35382131	35384363	chr7:22510303	0	-	chr7	22510303	22512039	1736	21962	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068798	2239	3	510	1729	1603	126	90	36	0.927126	0.92552	0.0766624	0.077358
854	chr19	35382175	35384356	chr4:105484695	0	+	chr4	105484695	105486382	1687	21832	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068792	2190	5	512	1678	1540	138	99	39	0.917759	0.915033	0.0871091	0.0880324
854	chr19	35382948	35384350	chr6:73517514	0	-	chr6	73517514	73519385	1871	21917	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068797	1871	7	469	1402	1306	96	70	26	0.931526	0.926899	0.0718037	0.0724585
859	chr19	35955969	35957397	chrX:117397923	0	-	chrX	117397923	117399361	1438	22218	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068804	1462	11	58	1404	1276	128	73	55	0.908832	0.901767	0.0972036	0.0976502
859	chr19	35955987	35957340	chr16:17095112	0	+	chr16	17095112	17096423	1311	15995	1000	N/A	N/A	N/A	N/A	align_both/0009/both0047402	1358	10	52	1306	1200	106	68	38	0.918836	0.911854	0.0859006	0.0864802
107	chr19	36272742	36324422	chr19:37254116	0	-	chr19	37254116	37305717	51601	21445	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068812	53611	132	3941	49670	47798	1872	929	943	0.962311	0.959761	0.0386687	0.0386999
862	chr19	36310588	36323893	chr19:37321682	0	-	chr19	37321682	37336202	14520	21447	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068813	15955	94	4085	11870	10843	1027	595	432	0.913479	0.906302	0.0919316	0.0923592
